date,france_species,france_no_species,aura_species,aura_no_species,isere_species,isere_no_species,metro_species,metro_no_species,grenoble_species,grenoble_no_species,secteur1_species,secteur1_no_species,secteur2_species,secteur2_no_species,secteur3_species,secteur3_no_species,secteur4_species,secteur4_no_species,secteur5_species,secteur5_no_species,secteur6_species,secteur6_no_species,teisseire_species,teisseire_no_species,malherbe_species,malherbe_no_species,villeneuve_species,villeneuve_no_species,vigny_musset_species,vigny_musset_no_species,village_olympique_species,village_olympique_no_species,echirolles_species,echirolles_no_species,eybens_species,eybens_no_species,saint_martin_species,saint_martin_no_species,la_tronche_species,la_tronche_no_species,fontaine_species,fontaine_no_species,seyssinet_pariset_species,seyssinet_pariset_no_species,seyssins_species,seyssins_no_species
2025-06-17,423545,2052067,53723,262341,30209,43749,29964,27711,28831,6332,2951,1383,5911,790,4044,764,3737,1516,6063,559,6125,1320,835,101,1489,89,3622,847,807,39,1200,351,100,3643,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-18,425590,2051071,53772,262460,30220,43750,29975,27712,28838,6333,2951,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,104,3643,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-19,425607,2051530,53777,262496,30219,43761,29975,27712,28838,6333,2951,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,104,3643,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-20,425615,2051984,53784,262515,30226,43755,29982,27706,28838,6333,2951,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,111,3641,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-21,425619,2052495,53783,262555,30226,43755,29982,27706,28838,6333,2951,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,111,3641,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-22,425653,2053013,53786,262572,30226,43755,29982,27706,28838,6333,2951,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,111,3641,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-23,425687,2053695,53777,262640,30224,43796,29981,27706,28837,6333,2950,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,111,3641,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-24,425696,2054097,53785,262669,30224,43798,29981,27706,28837,6333,2950,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,111,3641,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-25,425713,2054846,53807,262726,30247,43799,30005,27705,28837,6333,2950,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-26,425710,2056226,53805,262883,30246,43804,30005,27709,28837,6333,2950,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-27,425732,2056717,53803,262911,30245,43808,30004,27709,28836,6333,2949,1383,5911,790,4044,764,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-28,425737,2057778,53803,263004,30245,43808,30004,27707,28836,6331,2949,1383,5911,790,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-29,425741,2058754,53803,263045,30245,43808,30004,27707,28836,6331,2949,1383,5911,790,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-06-30,425733,2059990,53801,263057,30244,43809,30004,27707,28836,6331,2949,1383,5911,790,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-07-01,425768,2060904,53806,263074,30243,43810,30004,27707,28836,6331,2949,1383,5911,790,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-07-02,425763,2061400,53806,263147,30242,43814,30004,27707,28836,6331,2949,1383,5911,790,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,769,83,3985,14,1365,12,398
2025-07-03,425887,2062066,53805,263220,30241,43823,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-04,425890,2062707,53808,263316,30240,43824,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-05,425909,2063330,53807,263413,30239,43825,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-06,425905,2064141,53788,263442,30239,43826,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-07,425923,2064168,53792,263442,30238,43827,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-08,425964,2065230,53822,263526,30238,43827,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-09,426000,2065735,53822,263606,30238,43827,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-10,425969,2066393,53822,263800,30238,43827,30004,27715,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,135,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-11,425972,2067329,53825,264486,30241,43846,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-12,425988,2067827,53826,264690,30241,44015,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-13,425989,2068107,53827,264717,30241,44015,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-14,425988,2068523,53829,264739,30240,44019,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-15,426029,2069207,53843,264807,30240,44019,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-16,426005,2070325,53846,264853,30240,44019,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-17,426012,2071069,53846,264892,30240,44019,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-18,426025,2071418,53846,264947,30240,44019,30007,27718,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-19,426029,2071973,53846,265006,30241,44017,30007,27717,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-20,426030,2072492,53846,265115,30241,44017,30007,27717,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-21,426011,2072873,53845,265170,30240,44018,30007,27717,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-22,426018,2073050,53843,265083,30240,44018,30007,27717,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3636,337,1494,214,3720,271,773,83,3985,14,1365,12,398
2025-07-23,426102,2073640,53844,265233,30240,44055,30007,27754,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3675,337,1494,214,3720,271,773,83,3983,14,1365,12,398
2025-07-24,426091,2074696,53842,265778,30240,44055,30007,27754,28836,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6128,1319,835,101,1493,89,3625,846,807,39,1200,351,138,3675,337,1494,214,3720,271,773,83,3983,14,1365,12,398
2025-07-25,426104,2075183,53849,265856,30249,44096,30016,27773,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,143,3694,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-07-26,426113,2075580,53851,265899,30249,44120,30016,27795,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,143,3716,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-07-27,426140,2075979,53851,265916,30249,44120,30016,27795,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,143,3716,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-07-28,426136,2076481,53850,265939,30248,44121,30016,27795,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,143,3716,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-07-29,426137,2076857,53852,266067,30248,44121,30016,27795,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,143,3716,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-07-30,426134,2077398,53856,266203,30247,44122,30016,27795,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,143,3716,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-07-31,426742,2077959,54467,266179,30858,44077,30628,27749,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,755,3670,337,1494,214,3720,271,773,83,3983,14,1365,17,398
2025-08-01,426750,2078556,54467,266282,30858,44186,30628,27754,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,755,3670,337,1494,214,3719,271,773,83,3989,14,1365,17,398
2025-08-02,426790,2078717,54483,266312,30858,44211,30628,27769,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,755,3670,337,1494,214,3719,271,773,83,4003,14,1365,17,398
2025-08-03,426664,2079482,54483,266391,30858,44201,30628,27759,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3719,271,773,83,4003,14,1365,17,398
2025-08-04,426610,2079711,54483,266439,30858,44226,30628,27784,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3719,271,773,83,4002,14,1369,17,398
2025-08-05,426615,2080237,54483,266524,30858,44268,30628,27784,28835,6335,2949,1383,5911,794,4044,762,3737,1517,6067,560,6127,1319,835,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3719,271,773,83,4002,14,1369,17,398
2025-08-06,426591,2081462,54482,266725,30857,44263,30627,27778,28834,6335,2949,1383,5911,794,4044,762,3737,1517,6066,560,6127,1319,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-07,426541,2081835,54482,266749,30857,44263,30627,27778,28834,6335,2949,1383,5911,794,4044,762,3737,1517,6066,560,6127,1319,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-08,426531,2083139,54490,266781,30857,44281,30627,27778,28834,6335,2949,1383,5911,794,4044,762,3737,1517,6066,560,6127,1319,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-09,426531,2083860,54490,266828,30857,44270,30627,27767,28834,6324,2949,1383,5911,783,4044,762,3737,1517,6066,560,6127,1319,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-10,426533,2084383,54490,266907,30857,44290,30627,27767,28834,6324,2949,1383,5911,783,4044,762,3737,1517,6066,560,6127,1319,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-11,426572,2084851,54517,267018,30857,44334,30627,27774,28834,6331,2949,1390,5911,783,4044,762,3737,1517,6066,560,6127,1319,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-12,426583,2085366,54527,267092,30857,44336,30627,27773,28834,6330,2949,1390,5911,783,4044,762,3737,1515,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-13,426588,2085808,54527,267158,30857,44336,30627,27773,28834,6330,2949,1390,5911,783,4044,762,3737,1515,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,773,83,4002,14,1369,17,398
2025-08-14,426563,2087063,54526,267350,30856,44351,30626,27780,28833,6336,2949,1390,5911,783,4044,764,3736,1519,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,774,83,4002,14,1369,17,398
2025-08-15,426548,2087513,54538,267507,30856,44352,30626,27780,28833,6336,2949,1390,5911,783,4044,764,3736,1519,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,774,83,4002,14,1369,17,398
2025-08-16,426539,2088027,54537,267715,30853,44442,30623,27847,28830,6403,2949,1390,5911,783,4041,831,3736,1519,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,774,83,4002,14,1369,17,398
2025-08-17,426540,2088894,54537,267772,30853,44481,30623,27847,28830,6403,2949,1390,5911,783,4041,831,3736,1519,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,774,83,4002,14,1369,17,398
2025-08-18,426516,2089222,54537,267899,30853,44486,30623,27852,28830,6408,2949,1390,5911,783,4041,836,3736,1519,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,774,83,4002,14,1369,17,398
2025-08-19,426547,2090067,54551,268057,30854,44495,30624,27861,28831,6409,2949,1390,5911,783,4042,837,3736,1519,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,782,83,4002,14,1369,17,398
2025-08-20,426545,2090702,54550,268261,30853,44512,30623,27869,28830,6414,2949,1390,5911,783,4042,837,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,785,83,4002,14,1369,17,398
2025-08-21,426552,2091874,54550,268447,30853,44518,30623,27875,28830,6420,2949,1390,5911,783,4042,843,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,785,83,4002,14,1369,17,398
2025-08-22,426558,2092319,54548,268585,30853,44563,30623,27882,28830,6427,2949,1390,5911,783,4042,850,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,785,83,4002,14,1369,17,398
2025-08-23,426571,2092785,54548,268703,30853,44578,30623,27889,28830,6427,2949,1390,5911,783,4042,850,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,792,83,4002,14,1369,17,398
2025-08-24,426581,2093197,54558,268877,30853,44590,30623,27901,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3713,271,792,83,4002,14,1369,17,398
2025-08-25,426605,2098868,54558,268947,30853,44606,30623,27917,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-08-26,426829,2099308,54569,268990,30853,44607,30623,27917,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-08-27,426999,2099773,54578,269234,30853,44607,30623,27917,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-08-28,427139,2100403,54584,269414,30853,44609,30623,27917,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-08-29,427290,2100759,54583,269579,30853,44609,30623,27917,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,755,3660,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-08-30,427513,2101305,54635,269674,30904,44659,30674,27967,28830,6439,2949,1390,5911,783,4042,862,3735,1524,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1200,351,806,3710,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-08-31,427802,2101861,54637,269744,30904,44662,30674,27970,28830,6442,2949,1390,5911,783,4042,862,3735,1527,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1138,342,806,3710,337,1494,214,3724,271,792,83,4007,14,1369,17,398
2025-09-01,427930,2102604,54637,269902,30904,44663,30674,27971,28830,6445,2949,1390,5911,783,4042,861,3735,1531,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1138,342,806,3710,337,1494,214,3724,271,792,83,4005,14,1369,17,398
2025-09-02,428229,2102734,54637,269991,30904,44662,30674,27970,28830,6445,2949,1390,5911,783,4042,861,3735,1531,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1138,342,806,3710,337,1494,214,3724,271,792,83,4004,14,1369,17,398
2025-09-03,428269,2103495,54635,270266,30905,44666,30675,27974,28830,6449,2949,1394,5911,783,4042,861,3735,1531,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1138,342,807,3710,338,1494,214,3724,271,792,83,4004,14,1369,17,398
2025-09-04,428299,2104352,54635,270547,30905,44666,30675,27974,28830,6449,2949,1394,5911,783,4042,861,3735,1531,6066,560,6127,1320,834,101,1493,89,3625,846,807,39,1138,342,807,3710,338,1494,214,3724,271,792,83,4004,14,1369,17,398
