date,france_species,france_no_species,aura_species,aura_no_species,isere_species,isere_no_species,metro_species,metro_no_species,grenoble_species,grenoble_no_species,secteur1_species,secteur1_no_species,secteur2_species,secteur2_no_species,secteur3_species,secteur3_no_species,secteur4_species,secteur4_no_species,secteur5_species,secteur5_no_species,secteur6_species,secteur6_no_species,teisseire_species,teisseire_no_species,malherbe_species,malherbe_no_species,villeneuve_species,villeneuve_no_species,vigny_musset_species,vigny_musset_no_species,village_olympique_species,village_olympique_no_species,echirolles_species,echirolles_no_species,eybens_species,eybens_no_species,saint_martin_species,saint_martin_no_species,la_tronche_species,la_tronche_no_species,fontaine_species,fontaine_no_species,seyssinet_pariset_species,seyssinet_pariset_no_species,seyssins_species,seyssins_no_species
2025-11-30,432206,2163785,57339,278640,33386,44486,33156,27413,28874,6418,2941,1396,5910,780,4042,860,3736,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3023,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-01,432500,2164162,57339,278680,33386,44496,33156,27423,28874,6418,2941,1396,5910,780,4042,860,3736,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-02,432743,2164318,57365,278745,33385,44496,33155,27423,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-03,432740,2164777,57365,278978,33385,44496,33155,27423,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-04,432741,2165410,57366,279002,33385,44504,33155,27423,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-05,432874,2165807,57366,279037,33385,44505,33155,27424,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-06,432974,2166434,57366,279156,33385,44518,33155,27424,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-07,433483,2166431,57370,279209,33385,44532,33155,27424,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-08,434167,2166481,57370,279273,33385,44559,33155,27424,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-09,434433,2166988,57371,279400,33385,44559,33155,27424,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3206,3033,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-10,434675,2167415,57392,279440,33406,44567,33176,27432,28873,6418,2941,1396,5910,780,4042,860,3735,1531,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3227,3041,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-11,435232,2167918,57441,279600,33451,44589,33221,27449,28873,6444,2941,1396,5910,780,4042,860,3735,1557,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3272,3032,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-12,435506,2168128,57512,279588,33522,44543,33292,27403,28873,6444,2941,1396,5910,780,4042,860,3735,1557,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3343,2986,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-13,435660,2168521,57512,279603,33522,44543,33292,27403,28873,6444,2941,1396,5910,780,4042,860,3735,1557,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3343,2986,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-14,436438,2168101,57512,279624,33522,44543,33292,27403,28873,6444,2941,1396,5910,780,4042,860,3735,1557,6114,528,6131,1323,881,65,1494,89,3625,842,807,39,1135,346,3343,2986,360,1495,221,3726,271,792,84,4088,14,1371,17,398
2025-12-15,436686,2168628,57512,279707,33522,44583,33292,27403,28873,6446,2941,1396,5910,780,4042,860,3735,1557,6114,530,6131,1323,881,65,1494,91,3625,842,807,39,1135,346,3343,2986,360,1495,221,3726,271,792,84,4086,14,1371,17,398
2025-12-16,436987,2169014,57502,279829,33512,44610,33282,27430,28863,6448,2941,1396,5910,780,4032,862,3735,1557,6114,530,6131,1323,881,65,1494,91,3625,842,807,39,1135,346,3343,3012,360,1495,221,3725,271,792,84,4086,14,1371,17,398
2025-12-17,437232,2169791,57547,279962,33557,44725,33327,27400,28858,6447,2941,1396,5910,780,4032,862,3735,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1495,221,3725,271,802,84,4086,14,1371,17,398
2025-12-18,437352,2170386,57541,279950,33557,44725,33327,27400,28858,6447,2941,1396,5910,780,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1495,221,3725,271,802,84,4086,14,1371,17,398
2025-12-19,437774,2170359,57542,279977,33558,44725,33328,27400,28859,6447,2941,1396,5910,780,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1495,221,3725,271,802,84,4086,14,1371,17,398
2025-12-20,438200,2170261,57542,280046,33558,44726,33328,27401,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,0,91,3620,841,807,0,1135,346,3393,2963,360,1495,221,3725,271,802,84,4086,14,1371,17,398
2025-12-21,438885,2170219,57542,280124,33558,0,33328,27402,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1495,221,3725,271,802,84,4086,14,1371,17,398
2025-12-22,439050,2170337,57542,280128,33558,44730,33328,27402,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1495,221,3725,271,802,84,4086,14,1371,17,398
2025-12-23,439078,2170726,57542,280073,33558,44781,33328,27453,28859,0,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-24,439245,2171404,57564,280109,33558,44792,33328,27453,0,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-25,439262,2171714,57566,280194,33558,44792,33328,27453,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-26,439384,2171786,57567,280247,33558,44792,33328,27453,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-27,439852,2171986,57567,280277,33558,44792,33328,27453,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,0,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-28,440153,2172556,57567,280298,33558,44792,33328,27453,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-29,440816,2172448,57599,280418,33558,44793,33328,27453,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3725,271,802,84,4086,14,1371,17,398
2025-12-30,440818,2172788,57599,280463,33558,44789,33328,27426,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3698,271,802,84,4086,14,1371,17,398
2025-12-31,440887,2173003,57598,280482,33558,44789,33328,27426,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3698,271,802,84,4086,14,1371,17,398
2026-01-01,440887,2173430,57598,280562,33558,44809,33328,27444,28859,6448,2941,1396,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3716,271,802,84,4086,14,1371,17,398
2026-01-02,440855,2174197,57598,280593,33558,44837,33328,27449,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3716,271,802,84,4086,14,1371,17,398
2026-01-03,440863,2174649,57603,280651,33563,44872,33333,27444,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3716,271,802,84,4086,19,1366,17,398
2026-01-04,440833,2174994,57603,280724,33563,44902,33333,27444,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,0,271,802,0,4086,19,1366,17,398
2026-01-05,440834,2175770,57604,280835,33563,0,33333,0,28859,6453,2941,1401,5910,781,4032,862,3736,1557,0,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,1546,221,3723,271,802,84,4086,19,1366,17,398
2026-01-06,440844,2176076,57613,280833,33563,44911,33333,27451,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3393,2963,360,0,221,3723,271,802,84,4086,19,1366,17,398
2026-01-07,440922,2176763,57623,280842,33572,44910,33342,27448,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3402,2960,0,1546,221,3723,271,802,84,4086,19,1366,17,398
2026-01-08,440929,2177652,57629,280923,33572,44934,33342,0,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3402,2960,360,1546,221,3723,271,802,84,4105,19,1366,17,398
2026-01-09,440943,2178007,57645,280954,33580,44934,33350,27463,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3410,2956,360,1546,221,3723,271,802,84,4105,19,1366,17,398
2026-01-10,441316,2178056,57649,281034,33580,44934,33350,27463,28859,6453,2941,1401,5910,781,4032,862,3736,1557,6114,530,6126,1322,881,65,1494,91,3620,841,807,39,1135,346,3410,2956,360,1546,221,3723,271,802,84,4105,19,1366,17,398
2026-01-11,441322,2178324,57657,281087,33582,44949,33352,27464,28861,6454,2941,1401,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3410,2956,360,1546,221,3723,271,802,84,4105,19,1366,17,398
2026-01-12,441333,2178953,57663,281208,33582,44982,33352,27483,28861,6454,2941,1401,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3410,2956,360,1546,221,3723,271,802,84,4123,19,1366,17,398
2026-01-13,441341,2179458,57663,281329,33582,45103,33352,27483,28861,6454,2941,1401,5910,781,4032,862,3736,1557,6116,531,6126,0,883,66,1494,91,3620,841,807,39,1135,346,3410,2956,360,1546,221,3723,271,802,84,4123,19,1366,17,398
2026-01-14,441351,2180441,57673,281599,33592,45105,33362,27480,28861,6454,2941,1401,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3420,2953,360,1546,221,3723,271,802,84,4123,19,1366,17,398
2026-01-15,441441,2180782,57673,281662,33592,0,33362,27480,28861,6454,2941,1401,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3420,2953,360,1546,221,3723,271,802,84,4123,19,1366,17,398
2026-01-16,441489,2181797,57689,281668,33608,45102,33378,27477,28861,6454,2941,1401,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3436,2950,360,1546,221,3723,271,802,84,4123,19,1366,0,398
2026-01-17,441491,2182263,57690,281804,33609,45101,0,27476,28862,0,2942,1400,5910,0,4032,862,3736,0,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3436,2950,360,1546,221,3723,271,802,84,4123,19,1366,17,398
2026-01-18,441499,2182588,57691,281896,33609,45116,33379,27475,28862,6453,2942,1400,5910,781,4032,862,3736,1557,6116,531,6126,1322,0,66,1494,91,3620,841,807,39,1135,346,3436,2950,0,1546,0,3722,271,802,84,4123,19,1366,17,398
2026-01-19,441499,2183163,57691,282007,33609,45193,33379,27475,28862,6453,2942,1400,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3436,2950,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-20,441499,2182227,57691,282145,33609,45193,33379,27475,28862,6453,2942,1400,5910,781,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3436,2950,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-21,441511,2182593,57698,282360,33616,45189,33386,27471,28862,6453,2942,1400,5910,0,4032,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3443,2946,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-22,441515,2182758,57700,282491,33614,45189,33384,27471,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3443,2946,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-23,441515,2183094,57700,282549,33614,45189,33384,27471,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3443,2946,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-24,441518,2183058,57702,282630,33615,45190,33385,27471,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3443,2946,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-25,441521,2184034,57702,282637,33615,45190,33385,27471,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3443,2946,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-26,441529,2184634,57708,282652,33615,45208,33385,27487,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3443,2946,360,1546,221,3722,271,802,84,4123,19,1366,17,398
2026-01-27,441571,2185501,57710,282864,33616,45222,33386,27491,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2948,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-01-28,441690,2186475,57711,283166,33616,45223,33386,27491,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2948,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-01-29,441691,2187123,57711,283192,33616,45226,33386,27492,28860,6453,2942,1400,5910,781,4030,862,3736,1557,6116,531,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-01-30,441758,2187456,57756,283280,33616,45239,33386,27493,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-01-31,441773,2188415,57756,283277,33616,45239,33386,27493,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-01,441774,2188847,57756,283325,33616,45239,33386,27493,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-02,441790,2190056,57756,283434,33616,45240,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-03,441826,2190849,57756,283650,33616,45240,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-04,441848,2192604,57756,283921,33616,45240,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-05,441872,2192978,57756,284096,33616,45240,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-06,441905,2193786,57756,284287,33616,45240,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-07,441908,2195408,57761,284350,33616,45243,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-08,441906,2195881,57761,284368,33616,45243,33386,27494,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,398
2026-02-09,441901,2196300,57764,284374,33616,45242,33386,27484,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,388
2026-02-10,441920,2196939,57794,284474,33616,45270,33386,27484,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,388
2026-02-11,441920,2199106,0,284487,33616,45277,33386,27484,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3724,271,802,84,4123,19,1366,17,388
2026-02-12,441927,2199353,57799,284525,33616,45278,33386,27485,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-13,442066,2199854,57827,284615,33616,45278,33386,27485,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-14,442474,2199957,57827,284755,33616,45291,33386,27485,28860,6454,2942,1400,5910,781,4030,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-15,442807,2199865,57849,284768,33615,45295,33385,27486,28859,6455,2942,1400,5909,781,4030,863,3736,1557,6116,532,6126,1322,883,66,1494,91,0,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-16,443035,2199997,57849,284782,33612,45302,33382,27486,28856,6455,2942,1401,5909,781,4027,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-17,443632,2199762,57851,284881,33612,45302,33382,27486,28856,6455,2942,1401,5909,781,4027,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-18,443669,2200460,57867,285115,33612,45309,33382,27486,28856,6455,2942,1401,5909,781,4027,862,3736,1557,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3444,2949,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-19,443673,2201321,57870,285252,33615,45354,33385,27509,28856,6461,2942,1401,5909,781,4027,862,3736,1563,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3447,2966,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-20,443694,2201972,57870,285320,33615,45357,33385,27509,28856,6461,2942,1401,5909,781,4027,862,3736,1563,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3447,2966,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-21,443699,2202818,57872,285455,33615,45357,33385,27509,28856,6461,2942,1401,5909,781,4027,862,3736,1563,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3447,2966,360,1546,221,3725,271,802,84,4123,19,1366,17,388
2026-02-22,444468,2202537,57872,285448,33615,45357,33385,27509,28856,6461,2942,1401,5909,781,4027,862,3736,1563,6116,532,6126,1322,883,66,1494,91,3620,841,807,39,1135,346,3447,2966,360,1546,221,3725,271,802,84,4123,19,1366,17,388
